31-Jan-90,1.00763
28-Feb-90,1.01469
31-Mar-90,1.02241
30-Apr-90,1.03062
31-May-90,1.03903
30-Jun-90,1.04729
31-Jul-90,1.05276
31-Aug-90,1.05833
30-Sep-90,1.0639
31-Oct-90,1.06977
30-Nov-90,1.07594
31-Dec-90,1.08253
31-Jan-91,1.09708
28-Feb-91,1.1211
31-Mar-91,1.11632
30-Apr-91,1.13573
31-May-91,1.13109
30-Jun-91,1.15096
31-Jul-91,1.14814
31-Aug-91,1.16869
30-Sep-91,1.17021
31-Oct-91,1.19196
30-Nov-91,1.20282
31-Dec-91,1.21258
31-Jan-92,1.2117
29-Feb-92,1.23153
31-Mar-92,1.22535
30-Apr-92,1.2474
31-May-92,1.26626
30-Jun-92,1.25904
31-Jul-92,1.2815
31-Aug-92,1.27716
30-Sep-92,1.30019
31-Oct-92,1.30623
30-Nov-92,1.31335
31-Dec-92,1.31615
31-Jan-93,1.33885
28-Feb-93,1.33119
31-Mar-93,1.33431
30-Apr-93,1.33332
31-May-93,1.32409
30-Jun-93,1.31737
31-Jul-93,1.31637
31-Aug-93,1.31942
30-Sep-93,1.32078
31-Oct-93,1.32069
30-Nov-93,1.3212
31-Dec-93,1.33922
31-Jan-94,1.35583
28-Feb-94,1.3471
31-Mar-94,1.36301
30-Apr-94,1.36589
31-May-94,1.35421
30-Jun-94,1.34892
31-Jul-94,1.34098
31-Aug-94,1.35499
30-Sep-94,1.34584
31-Oct-94,1.3408
30-Nov-94,1.33869
31-Dec-94,1.35484
31-Jan-95,1.3457
28-Feb-95,1.35676
31-Mar-95,1.34615
30-Apr-95,1.32894
31-May-95,1.31688
30-Jun-95,1.33787
31-Jul-95,1.33436
31-Aug-95,1.31876
30-Sep-95,1.34322
31-Oct-95,1.33484
30-Nov-95,1.31978
31-Dec-95,1.31595
31-Jan-96,1.31624
29-Feb-96,1.31568
31-Mar-96,1.31585
30-Apr-96,1.3416
31-May-96,1.3332
30-Jun-96,1.31562
31-Jul-96,1.32197
31-Aug-96,1.31243
30-Sep-96,1.29944
31-Oct-96,1.30379
30-Nov-96,1.30924
31-Dec-96,1.30562
31-Jan-97,1.30981
28-Feb-97,1.29858
31-Mar-97,1.30382
30-Apr-97,1.29205
31-May-97,1.30805
30-Jun-97,1.32142
31-Jul-97,1.31139
31-Aug-97,1.32948
30-Sep-97,1.32356
31-Oct-97,1.31745
30-Nov-97,1.3383
31-Dec-97,1.34189
31-Jan-98,1.35385
28-Feb-98,1.36692
31-Mar-98,1.35655
30-Apr-98,1.37859
31-May-98,1.4031
30-Jun-98,1.40247
31-Jul-98,1.39542
31-Aug-98,1.412
30-Sep-98,1.41195
31-Oct-98,1.4054
30-Nov-98,1.41486
31-Dec-98,1.44492
31-Jan-99,1.44999
28-Feb-99,1.45438
31-Mar-99,1.43991
30-Apr-99,1.4673
31-May-99,1.48624
30-Jun-99,1.48383
31-Jul-99,1.5069
31-Aug-99,1.49968
30-Sep-99,1.51309
31-Oct-99,1.54187
30-Nov-99,1.5849
31-Dec-99,1.59457
31-Jan-00,1.60355
29-Feb-00,1.61354
31-Mar-00,1.64323
30-Apr-00,1.65121
31-May-00,1.64218
30-Jun-00,1.6741
31-Jul-00,1.66368
31-Aug-00,1.66275
30-Sep-00,1.66178
31-Oct-00,1.68995
30-Nov-00,1.72445
31-Dec-00,1.73591
31-Jan-01,1.74804
28-Feb-01,1.76317
31-Mar-01,1.78621
30-Apr-01,1.82544
31-May-01,1.85739
30-Jun-01,1.85561
31-Jul-01,1.89275
31-Aug-01,1.93465
30-Sep-01,1.97223
31-Oct-01,2.01317
30-Nov-01,2.05652
31-Dec-01,2.08356
31-Jan-02,2.10851
28-Feb-02,2.14693
31-Mar-02,2.19131
30-Apr-02,2.20182
31-May-02,2.24859
30-Jun-02,2.26701
31-Jul-02,2.28976
31-Aug-02,2.3072
30-Sep-02,2.35881
31-Oct-02,2.42749
30-Nov-02,2.42046
31-Dec-02,2.46849
31-Jan-03,2.51467
